Authors,Dates
"['Meisner L F', 'Gilbert E', 'Ris H W', 'Haverty G']",1979-2-1
"['Keshet E', ""O'Rear J J"", 'Temin H M']",1979-1-1
"['Sirianni S R', 'Hale P', 'Brown M', 'Huang C C', 'Paigen B', 'Ambrus J L']",1978-1-1
"['Heremans H', 'Billiau A', 'Cassiman J J', 'Mulier J C', 'de Somer P']",1978-1-1
"['Lai C J', 'Khoury G']",1979-1-1
"['Ringold G M', 'Shank P R', 'Varmus H E', 'Ring J', 'Yamamoto K R']",1979-2-1
"['Becker M A', 'Yen R C', 'Itkin P', 'Goss S J', 'Seegmiller J E', 'Bakay B']",1979-3-9
"['Constantinescu O', 'Sahnazarov N']",1979-1-1
"['Nachtigal M', 'Nachtigal S']",1978-1-1
['Norum K R'],1978-1-1
['Geldmacher-von Mallinckrodt M'],1978-1-1
"['Campagnoli C', 'Chiara G', 'Gilli V']",1979-1-14
"['Kozak C A', 'Rowe W P']",1979-4-6
"['Carritt B', 'Povey S']",1979-1-1
"['Lukash L L', 'Buzhievskaia T I', 'Varshaver N B', 'Shapiro N I']",1979-1-1
"['Smith S D', 'Rosen D']",1979-4-15
"['Foster J W', 'Kinney D M', 'Moat A G']",1979-3-1
"['Zankl H', 'Ludwig B', 'May G', 'Zang K D']",1979-2-19
"['Lehman J M', 'Trevor K']",1979-3-1
"['Steward V W', 'Jevtic M M']",1979-5-1
"['Caine A', 'Lyon M F']",1979-2-1
"['Koyama T', 'Kawai S']",1979-1-1
[],1977-1-1
"['Kamada N', 'Kuramoto A', 'Katsuki T', 'Hinuma Y']",1979-6-1
['Steinberger E'],1979-3-1
"['Emerit I', 'Bernard C', 'Housset E']",1979-1-1
"['Markaryan D S', 'Gvaramija I A', 'Agrba V Z', 'Vasiljeva V A', 'Sangulija I A', 'Timanovskaja V V']",1979-1-1
"['Kilpatrick B A', 'Huang E S']",1978-1-1
"['Wilkie N M', 'Stow N D', 'Marsden H S', 'Preston V', 'Cortini R', 'Timbury M C', 'Subak-Sharpe J H']",1978-1-1
"['Werner F J', 'Bornkamm G W', 'Fleckenstein B', 'Mulder C']",1978-1-1
"['Watson R J', 'Clements J B']",1978-1-1
"['Brown S M', 'Jamieson A T']",1978-1-1
"['Morse L S', 'Pereira L', 'Roizman B', 'Schaffer P A']",1978-1-1
"['Leiden J M', 'Frenkel N', 'Polacek D', 'Rapp F']",1978-1-1
"['Kieff E', 'Raab-Traub N', 'Given D', 'King W', 'Powell A T', 'Pritchett R', 'Dambaugh T']",1978-1-1
"['Locker H', 'Frenkel N']",1978-1-1
"['Geder L', 'Laychock A M', 'Gorodecki J', 'Rapp F']",1978-1-1
"['McClements W', 'Hanafusa H', 'Tilghman S', 'Skalka A']",1979-5-1
['Joncas J H'],1979-3-1
"['Kessous A', 'Bibor-Hardy V', 'Suh M', 'Simard R']",1979-8-1
"['Varshavsky A J', 'Sundin O', 'Bohn M']",1979-2-1
['Roizman B'],1979-3-1
"['Brown S', 'Oie H', 'Francke U', 'Gazdar A F', 'Minna J D']",1978-1-1
"['Lemons R S', ""O'Brien S J"", 'Sherr C J']",1978-1-1
"['Francke U', 'George D L']",1978-1-1
"['Shimizu N', 'Shimizu Y', 'Ruddle F H']",1978-1-1
"['Lewis M', 'Kaita H', 'Giblett E R', 'Anderson J E']",1978-1-1
"['Mohandas T', 'Sparkes R S', 'Sparkes M C', 'Shulkin J D', 'Toomey K E', 'Funderburk S J']",1978-1-1
"['Westerveld A', 'Garver J', 'Nijman M A', 'Pearson P L']",1978-1-1
"['Shows T B', 'Brown J A', 'Haley L L', 'Goggin A P', 'Eddy R L', 'Byers M G']",1978-1-1
"['Vales L D', 'Chase J W', 'Murphy J B']",1979-7-1
"['Hancock R L', 'McDuffie N G', 'Sinclair D B']",1979-3-1
"['Gahrton G', 'Zech L', 'Robèrt K H', 'Bird A G']",1979-8-23
['Germanov A B'],1979-5-1
"['Duncan P A', 'Klein R M', 'Wilmot P L', 'Shapiro L R']",1979-8-1
['Iselius L'],1979-6-1
['Klein G'],1979-1-1
"['Kit S', 'Teitz Y', 'Hazen M', 'Qavi H']",1979-6-15
"['Legator M S', 'Zimmering S']",1979-1-1
['Fox T D'],1979-5-5
"['Heuertz S', 'Hors-Cayla M C']",1978-12-1
"['Barron S A', 'Heffner R R', 'Zwirecki R']",1979-9-1
"['May G', 'Fischer H', 'Zang K D']",1979-6-1
"['Thimmappaya B', 'Shenk T']",1979-6-1
"['Levy J A', 'Joyner J', 'Nayar K T', 'Kouri R E']",1979-6-1
"['Van Heuverswyn H', 'Cole C', 'Berg P', 'Fiers W']",1979-6-1
"['Chartrand P', 'Stow N D', 'Timbury M C', 'Wilkie N M']",1979-8-1
['McBride G'],1979-9-21
['Knudson A G'],1979-5-1
"['Baranov O K', 'Savina M A']",1979-4-1
"['Wilkie N M', 'Davison A', 'Chartrand P', 'Stow N D', 'Preston V G', 'Timbury M C']",1979-1-1
['Goss S J'],1978-1-1
"['Wright C E', 'Shows T B']",1979-7-1
"['Varmus H E', 'Shank P R', 'Hughes S H', 'Kung H J', 'Heasley S', 'Majors J', 'Vogt P K', 'Bishop J M']",1979-1-1
['Rigby P W'],1979-1-1
"['Van Ommen G J', 'Groot G S', 'Grivell L A']",1979-10-1
"['Glassberg J', 'Meyer R R', 'Kornberg A']",1979-10-1
"['Cooley W', 'Sirotkin K', 'Green R', 'Synder L']",1979-10-1
"['Soeda E', 'Ito Y']",1979-7-1
['Nathans D'],1979-11-23
"['Kieff E', 'Given D', 'Powell A L', 'King W', 'Dambaugh T', 'Raab-Traub N']",1979-11-30
"['Shortle D', 'Nathans D']",1979-7-15
"['Griffin B E', 'Maddock C']",1979-9-1
"['Verdière J', 'Petrochilo E']",1979-9-1
"['Fajans S S', 'Cloutier M C', 'Crowther R L']",1979-12-1
"[""Il'inskikh N N""]",1979-12-1
['Ringold G M'],1979-12-19
"['Migeon B R', 'Sprenkle J A', 'Do T T']",1979-11-1
"['Deininger P', 'Esty A', 'LaPorte P', 'Friedmann T']",1979-11-1
[],1979-9-1
['Rupcheva L'],1979-1-1
"['Enquist L W', 'Vande Woude G F', 'Wagner M', 'Smiley J R', 'Summers W C']",1979-11-1
"['Dunn S D', 'Snell E E']",1979-12-1
"['Neuberger M S', 'Hartley B S']",1979-8-15
"['Sundin O', 'Varshavsky A']",1979-8-15
"['Hofer H O', 'Nagel-Studer E', 'Nagel G A']",1979-6-1
"['Laughlin C A', 'Westphal H', 'Carter B J']",1979-11-1
"['Tereba A', 'Lai M M', 'Murti K G']",1979-12-1
"['Noades J E', 'Corney G', 'Cook P J', 'Putt W', 'King J', 'Fisher R A', 'Spowart G', 'Lee M', 'Bowell P J']",1979-10-1
"['Anstee D J', 'Mawby W J', 'Tanner M J']",1979-11-1
"['van der Noordaa J', 'De Jong W', 'Pauw W', 'Sol C J', 'van Strien A']",1979-9-1
"['Valentin-Hansen P', 'Hammer-Jespersen K', 'Buxton R S']",1979-9-5
"['Szabó L', 'Soós M', 'Somogyi E']",1979-10-1
['Stuart K'],1979-10-1
"['Behnke D', 'Malke H', 'Hartmann M', 'Walter F']",1979-10-1
"['Malik V S', 'Reusser F']",1979-10-1
['Yanagi K'],1979-1-1
"['Yamaguchi S', 'Kawamura H', 'Matsuda H', 'Kato S']",1979-3-1
"['Liebman S W', 'Singh A', 'Sherman F']",1979-7-1
"['Wilson G G', 'Neve R L', 'Edlin G J', 'Konigsberg W H']",1979-10-1
"['Moran M C', 'Mazaitis A J', 'Vogel R H', 'Vogel H J']",1979-12-1
['Krog H H'],1979-1-1
"['Kantor A F', 'Curnen M G', 'Meigs J W', 'Flannery J T']",1979-12-1
"['Kaguni J', 'Ray D S']",1979-12-25
"['Studier F W', 'Rosenberg A H', 'Simon M N', 'Dunn J J']",1979-12-25
"['Downing R', 'Broda P']",1979-1-1
"['Lawrence C W', 'Christensen R B']",1979-1-1
"['Jorgensen R A', 'Rothstein S J', 'Reznikoff W S']",1979-1-1
"['Haegeman G', 'Iserentant D', 'Gheysen D', 'Fiers W']",1979-12-11
"['Boothroyd J C', 'Hayward R S']",1979-12-11
"['Rudd N L', 'Bain H W', 'Giblett E', 'Chen S H', 'Worton R G']",1979-1-1
"['Kurnit D M', 'Hoehn H']",1979-1-1
['Roizman B'],1979-1-1
"['Goldstein J L', 'Brown M S']",1979-1-1
"['Nachtigal M', 'Nachtigal S']",1978-7-1
"['Sparkes R S', 'Mohandas T', 'Sparkes M C', 'Shulkin J D']",1979-8-1
"['Goldfarb M P', 'Weinberg R A']",1979-10-1
['Lim J K'],1979-11-1
['Rowley J D'],1979-1-1
"['Kit S', 'Qavi H', 'Hazen M', 'Dubbs D R']",1979-12-15
['De-Thé G'],1979-1-1
"['Generoso W M', 'Huff S W', 'Cain K T']",1979-9-1
['Nathans D'],1979-1-1
"['Hahn S', 'Kim D S']",1979-1-1
"['Jean P', 'Richer C L', 'Murer-Orlando M', 'Luu D H', 'Joncas J H']",1979-1-4
"['Wolff S', 'Arutyunyan R']",1979-1-1
"['Faggiano M', 'Criscuolo T', 'Maresca F', 'Santangelo L', 'Sinisi A A', 'Menditto V', 'Ferraro M', 'De Capoa A']",1979-1-1
['Molina A M'],1979-6-1
"['Vine D T', 'Yarkoni S', 'Cohen M M']",1976-5-1
"['Hagen D C', 'Gerson S L', 'Magasanik B']",1975-2-1
"['Kinghorn J R', 'Pateman J A']",1975-2-1
"['Daniel J', 'Roisin M P', 'Burstein C', 'Kepes A']",1975-2-17
"['Streicher S L', 'Bender R A', 'Magasanik B']",1975-1-1
"['Trombe M C', 'Sicard A M']",1975-3-1
"['Shimada T', 'Ingalls T H']",1975-4-1
"['Margham J P', 'Wood R J']",1975-2-1
['Grumet F C'],1975-5-1
['Hansche P E'],1975-4-1
"['Shimada T', 'Endo A', 'Watanabe G']",1975-4-1
"['McDonald M J', 'Noble R W', 'Sharma V S', 'Ranney H M', 'Crookston J H', 'Schwartz J M']",1975-5-15
"['Shanmugam K T', 'Valentine R C']",1975-3-14
"['Dutrillaux B', 'Laurent C', 'Forabosco A', 'Noel B', 'Suerinc E', 'Biemont M C', 'Cotton J B']",1975-3-1
"['Miller S', 'Pearcy R W', 'Berger E']",1975-4-1
"['Kersey J H', 'Spector B D', 'Good R A']",1975-1-1
['Knudson A G'],1975-6-1
"['Kustu S G', 'McKereghan K']",1975-6-1
"['Goldberg R B', 'Magasanik B']",1975-6-1
"['Cassan M', 'Boy E', 'Borne F', 'Patte J C']",1975-8-1
['Markushin S G'],1975-5-1
"['Zonana J', 'Rimoin D L']",1975-9-1
"['Saison R', 'Colling D']",1975-9-1
"['Townes P L', 'White M R']",1975-8-1
"['Kanwar Y S', 'Krakower C A', 'Manaligod J R', 'Justice P', 'Wong P W']",1975-5-1
"['Dewald G', 'Alvarez M N', 'Cloutier M D', 'Kelalis P P', 'Gordon H']",1975-8-1
"['Sulston J', 'Dew M', 'Brenner S']",1975-9-15
['Craig J M'],1975-1-1
"['Revazova Iu A', 'Zolotareva G N', 'Shapiro A A', 'Abilev S K', 'Zhurkov V S']",1975-9-1
"['Mustafina A N', 'Grachev V P', 'Sabun M A', 'Avdeeva L I']",1975-7-1
"['Barinsky I F', 'Dementiev I V', 'Shvetsova T P', 'Ugryumov E P', 'Ryabova M V']",1975-7-1
['Tybring L'],1975-9-1
"['Mayer E P', 'Smith O H', 'Fredricks W W', 'McKinney M A']",1975-1-1
['Saigo K'],1975-11-1
"['Naffah J', 'Der Kaloustian V']",1975-6-1
"['Ashwood-Smith M J', 'Grant E']",1977-1-18
['Bailey D W'],1977-1-18
"['Takahara H', 'Hisazumi I', 'Hiasa T', 'Okamoto E', 'Ohara K']",1977-11-1
"[""op't Hof J""]",1977-11-1
['Lemkus S M'],1977-11-1
['Paterson C R'],1978-5-1
"['Kuhl S A', 'Pattee P A', 'Baldwin J N']",1978-8-1
['Lieu D G'],1978-1-1
['Matthews D R'],1978-10-12
['Roberts K L'],1978-11-1
['Skinner R'],1979-4-1
"[""Op't Hof J""]",1979-3-1
['Hopper W C'],1979-5-1
['Siniscalco M'],1979-6-27
['Harris H'],1979-6-27
['Polani P E'],1979-6-27
"['Davies B L', 'Boniface W J']",1979-9-1
['Short R V'],1978-1-1
['Carter C O'],1979-10-18
['Cowie V'],1979-11-29
['Lloyd D'],1979-11-1
['Wong H B'],1979-9-1
"['Fisher L K', 'Kogut M D', 'Moore R J', 'Goebelsmann U', 'Weitzman J J', 'Isaacs H', 'Griffin J E', 'Wilson J D']",1978-9-1
"['Srsen S', 'Cisárik F', 'Pásztor L', 'Harmecko L']",1978-1-1
"['Alper C A', 'Davis A E', 'Rosen F S']",1977-3-1
"['Turleau C', 'Chavin-Colin F', 'de Grouchy J']",1979-4-1
"['Mandel E M', 'Shabtai F', 'Gafter U', 'Klein B', 'Halbrecht I', 'Djaldetti M']",1977-2-1
"['Tanzer J', 'Najean Y', 'Frocrain C', 'Bernheim A']",1977-3-10
"['Ruutu P', 'Ruutu T', 'Vuopie P', 'Kosunen T U', 'de la Chapelle A']",1977-1-13
"['Azumi J I', 'Sachs L']",1977-1-1
"['Canaani E', 'Duesberg P', 'Dina D']",1977-1-1
"['Yang N S', 'Sorenson J C', 'Scandalios J G']",1977-1-1
"['Newsome Y L', 'Singh D N']",1977-1-1
"['Smith R J', 'Balit H L']",1977-1-1
"['Svarch E', 'de la Torre E']",1977-1-1
"['Philip P', 'Muller-Berat N', 'Killmann S']",1977-2-3
"['Nicoară S', 'Butoianu E', 'Gingold N']",1977-1-1
"['Spiers A S', 'Bain B J', 'Turner J E']",1977-1-1
"['Forman E N', 'Padre-Mendoza T', 'Smith P S', 'Barker B E', 'Farnes P']",1977-4-1
['Graham J B'],1977-1-1
"['Francke U', 'Pellegrino M A']",1977-3-1
"['Rosenberg M', 'Kramer R A']",1977-3-1
"['Rosenthal S', 'Canellos G P', 'DeVita V T', 'Gralnick H R']",1977-5-1
"['Inoue S', 'Ravindranath Y', 'Thompson R I', 'Zuelzer W W', 'Ottenbreit M J']",1977-5-1
"['Jakób-Dolezal K', 'Knychalska-Karwan Z', 'Kleczkowska A']",1977-4-1
"['Venuat A M', 'Dutrillaux B', 'Rosenfeld C']",1977-2-1
['Alt B'],1977-5-1
"['Worm A M', 'Pedersen-Bjergaard J']",1977-4-1
['Engel E'],1977-5-1
"['Gahrton G', 'Friberg K', 'Zech L']",1977-1-1
"['Sonta S', 'Sandberg A A']",1977-6-1
['Morrison A A'],1977-2-9
"['Meade H M', 'Signer E R']",1977-5-1
"['Nagao K', 'Yonemitsu H', 'Yamaguchi K', 'Okuda K']",1977-8-1
"['Lindgren V', 'Rowley J D']",1977-4-21
"['Rosenthal S', 'Cancellos G P', 'Gralnick H P']",1977-7-1
"['Fialkow P J', 'Jacobson R J', 'Papayannopoulou T']",1977-7-1
"['Kövary P M', 'Lonauer G', 'Niedorf H', 'Nautsch C', 'Pawlowitzki I H']",1977-1-1
"['Watt J L', 'Hamilton P J', 'Page B M']",1977-6-30
['Moshkin S A'],1977-7-1
"['Bloomfield C D', 'Peterson L C', 'Yunis J J', 'Brunning R D']",1977-7-1
"['Rosenthal S', 'Schwartz J H', 'Canellos G P']",1977-7-1
"['Dor J F', 'Mattei J F', 'Mattei M G', 'Giraud F', 'Mongin M']",1977-4-1
"['Mauri C', 'Torelli U', 'di Prisco U', 'Silingardi V', 'Artusi T', 'Emila G']",1977-8-1
"['Laszlo J', 'Huang A T']",1977-7-1
['Manning J T'],1977-2-1
['Lalouel J M'],1977-2-1
['Stark A E'],1977-8-1
"['Marsh R C', 'Worcel A']",1977-7-1
['Primrose S B'],1977-1-1
"['Verhest A', 'Lustman F', 'Wittek M', 'van Schoubroeck F', 'Naets J P']",1977-7-1
"['Oshimura M', 'Freeman A I', 'Sandberg A A']",1977-9-1
"['Oshimura M', 'Freeman A I', 'Sandberg A A']",1977-9-1
"['Castoldi G', 'Grusovin G D', 'Gualandi M', 'Spanedda R', 'Anzanel D']",1977-10-1
"['Oshimura M', 'Kakati S', 'Sandberg A A']",1977-10-1
"['Machado E A', 'Lozzio B B', 'Lozzio C B', 'Lair S V', 'Aggio M C']",1977-11-1
['Mauer A M'],1977-8-1
"['Luck D', 'Piperno G', 'Ramanis Z', 'Huang B']",1977-8-1
['Russell W L'],1977-8-1
"['Cohen E', 'Singal D P', 'Khurana U', 'Gregory S G', 'Cox C', 'Sinks L', 'Henderson E', 'Fitzpatrick J E', 'Higby D']",1977-1-1
['Chrz R'],1977-8-1
"['Cavallin-Ståhl E', 'Landberg T', 'Ottow Z', 'Mitelman F']",1977-9-1
"['Kuramoto H', 'Hamano M']",1977-7-1
"['Bourgeois C A', 'Hill F G']",1977-3-1
"['Abe T', 'Misawa S']",1977-6-1
"['Heit W', 'Hellriegel K P', 'Heimpel H', 'Gross R']",1977-9-15
"['Fischer P', 'Vetterlein M', 'Pohl-Rüling J', 'Krepler P']",1977-1-1
"[""Val'ter S N"", 'Martynchik Iu F', 'Sverdlov A G']",1977-7-1
"['Paterson B M', 'Roberts B E', 'Kuff E L']",1977-10-1
"['Tilghman S M', 'Tiemeier D C', 'Polsky F', 'Edgell M H', 'Seidman J G', 'Leder A', 'Enquist L W', 'Norman B', 'Leder P']",1977-10-1
['Miller R W'],1977-10-1
[],1977-11-19
"['Woodruff R K', 'Malpas J S', 'Wrigley P F', 'Lister T A', 'Paxton A M', 'Janossy G']",1977-11-19
"['Misawa S', 'Sawai K', 'Ide T', 'Sonoda Y', 'Takemura S']",1977-9-30
"['Roźynkowa D', 'Stepień J', 'Kowalewski J', 'Nowakowski A']",1977-12-23
"['Rozynkowa D', 'Stepień J', 'Benesz M']",1977-12-1
"['Bolivar F', 'Betlach M C', 'Heyneker H L', 'Shine J', 'Rodriguez R L', 'Boyer H W']",1977-12-1
"['MacLeod A R', 'Waterston R H', 'Brenner S']",1977-12-1
"['Mohandas T', 'Sparkes R S', 'Sparkes M C', 'Shulkin J D']",1977-12-1
['Rowley J D'],1977-12-1
"['Verma R S', 'Dosik H']",1977-1-1
"['Gibbs T J', 'Wheeler M V', 'Bellingham A J', 'Walker S']",1977-12-1
"['Sonta S', 'Sandberg A A']",1978-1-1
"['de Boer P', 'van der Hoeven F A']",1977-12-1
"['Bishop J A', 'Hartley D J', 'Partridge G G']",1977-12-1
"['Dasgupta S', 'Mitra S']",1978-1-1
"['Gray C P', 'Sommer R', 'Polke C', 'Beck E', 'Schaller H']",1978-1-1
"['Karpas A', 'Khalid G', 'Burns G F', 'Hayhoe F G']",1978-2-1
"['McGrogan M', 'Raskas H J']",1978-2-1
"['Tilghman S M', 'Tiemeier D C', 'Seidman J G', 'Peterlin B M', 'Sullivan M', 'Maizel J V', 'Leder P']",1978-2-1
"['Eicher E M', 'Washburn L L']",1978-2-1
"['Prieto F', 'Badia L', 'Mayans J', 'Besalduch J', 'Marty M L']",1978-1-1
[],1977-1-1
"['Prigogina E L', 'Fleischman E W', 'Volkova M A', 'Frenkel M A']",1978-3-17
['Cornette J L'],1978-4-1
"['Weinmann R', 'Aiello L O']",1978-4-1
['Chattoraj D K'],1978-4-1
"['Parshad R', 'Sanford K K', 'Jones G M', 'Tarone R E']",1978-4-1
"['Neel J V', 'Thompson E A']",1978-4-1
"['Siciliano M J', 'Siciliano J', 'Humphrey R M']",1978-4-1
['Kimura M'],1978-4-1
"['Vénuat A M', 'Rosenfeld C', 'Testu M J']",1978-6-1
"['Gahrton G', 'Friberg K', 'Lindsten J', 'Zech L']",1978-1-1
"['Mikami M', 'Sofuni T']",1978-2-1
"['Oláh E', 'Kiss A', 'Jakó J']",1978-4-23
"['Fiddes J C', 'Barrell B G', 'Godson G N']",1978-3-1
"['Johnson E M', 'Allfrey V G', 'Bradbury E M', 'Matthews H R']",1978-3-1
"['Tilghman S M', 'Curtis P J', 'Tiemeier D C', 'Leder P', 'Weissmann C']",1978-3-1
"['Thompson E A', 'Neel J V']",1978-3-1
"['Honig G R', 'Shamsuddin M', 'Mason R G', 'Vida L N']",1978-3-1
"['Davidson R J', 'Walker W', 'Watt J L', 'Page B M']",1978-4-1
"['Bradley J F', 'Orlowski W A']",1977-1-1
"['Marks S M', 'McCaffrey R', 'Rosenthal D S', 'Moloney W C']",1978-1-1
"['Kimura M', 'Ohta T']",1978-6-1
['Bottura C'],1978-2-1
['Johnson V P'],1978-4-1
"['Shepard J S', 'Pettengill O S', 'Wurster-Hill D H', 'Sorenson G D']",1978-7-1
"['James J M', 'Zittoun R', 'Bilski-Pasquier G']",1978-6-24
"['Lai E C', 'Woo S L', 'Dugaiczyk A', 'Catterall J F', ""O'Malley B W""]",1978-5-1
"['Campbell J L', 'Richardson C C', 'Studier F W']",1978-5-1
['Maurice P A'],1978-8-12
['Berger R'],1977-1-1
"['Kakati S', 'Abe S', 'Sandberg A A']",1978-9-1
"['Lee A S', 'Britten R J', 'Davidson E H']",1978-1-1
"['Fedoroff N V', 'Brown D D']",1978-1-1
"['Daneholt B', 'Case S T', 'Derksen J', 'Lamb M M', 'Nelson L', 'Wieslander L']",1978-1-1
"['Suzuki Y', 'Ohshima Y']",1978-1-1
"['Broker T R', 'Chow L T', 'Dunn A R', 'Gelinas R E', 'Hassell J A', 'Klessig D F', 'Lewis J B', 'Roberts R J', 'Zain B S']",1978-1-1
"['Westphal H', 'Lai S P']",1978-1-1
['Chen T R'],1978-8-1
"['Sims J', 'Dressler D']",1978-7-1
"['Nei M', 'Fuerst P A', 'Chakraborty R']",1978-7-1
['Moloney W C'],1978-8-1
"['Watanabe S', 'Shimosato Y', 'Kameya T', 'Kuroki M', 'Kitahara T', 'Minato K', 'Shimoyama M']",1978-10-1
['Vrba M'],1978-3-1
"['Khare A G', 'Bhisey A N', 'Advani S H', 'Ranadive K J']",1978-3-1
['Kitagawa T'],1977-1-1
['Robbins J H'],1978-9-1
"['Gantt R', 'Parshad R', 'Ewig R A', 'Sanford K K', 'Jones G M', 'Tarone R E', 'Kohn K W']",1978-8-1
"['Zago M A', 'Falcão R P', 'Coutinho V', 'Bottura C']",1978-5-1
[],1978-7-1
"['Lilleyman J S', 'Potter A M', 'Watmore A E', 'Cooke P', 'Sokol R J', 'Wood J K']",1978-7-1
"['Das K C', 'Nayak J', 'Mohanty D', 'Garewal G']",1978-7-1
"['Baeke J L', 'Clancy R L', 'Stephens R L']",1978-10-1
"['Oguma N', 'Kamada N']",1978-4-1
"['Prigozhina E L', 'Fleĭshman E V', 'Volkova M A', ""Frenkel' M A"", 'Bragina E G']",1978-9-1
"['Denegri J F', 'Naiman S C', 'Gillen J', 'Thomas J W']",1978-10-1
"['Wolf D J', 'Silver R T', 'Coleman M']",1978-10-1
"['Burgersdijk R', 'Tan H L']",1978-11-1
"['Crossen P E', 'Morgan W F']",1978-9-13
"['Greenberg B R', 'Ikeda R M', 'Lewis J P']",1978-11-1
['Cohen M M'],1978-10-1
"['Jamehdor M', 'Beligere N', 'Kaye C I', 'Pruzansky S', 'Rosenthal I']",1978-10-1
"['Bailey G S', 'Poulter R T', 'Stockwell P A']",1978-11-1
['Mark J'],1978-9-1
"['Salamanca-Gómez F', 'Salazar-Mallen M', 'Amezcua M E']",1978-9-1
"['Wetherall J D', 'Dawkins R L']",1978-1-1
"['Secker-Walker L M', 'Lawler S D', 'Hardisty R M']",1978-12-2
"['Olinici C D', 'Petrov L', 'Macavei I', 'Dobay O']",1978-12-1
['Egel R'],1978-10-1
"['Guy H', 'Poupee C', 'Cortet P', 'Baudet D', 'Schadeck C', 'Bonhomme J']",1978-10-21
['Orkin S H'],1978-12-1
"['Burck K B', 'Miller R C']",1978-12-1
"['Kinsella A R', 'Radman M']",1978-12-1
"['Naylor S L', 'Klebe R J', 'Shows T B']",1978-12-1
"['Kimura M', 'Crow J F']",1978-12-1
"['Sprague K U', 'Faulds D H', 'Smith G R']",1978-12-1
['Kovács G'],1978-11-1
"['Goh K O', 'Bauman A', 'Bakemeier R', 'Lee H', 'Woll J E']",1978-9-1
['Sandberg A A'],1978-7-31
"['Fuscaldo K E', 'Brodsky I']",1978-7-31
"['Sandberg A A', 'Sonta S']",1978-7-31
"['Zaccaria A', 'Ruggero D', 'Guolo M L', 'Guarini A', 'Frezza R', 'Baccarani M', 'Tura S']",1978-7-31
"['Barker P E', 'Hsu T C']",1979-2-1
"['Pathak S', 'Siciliano M J', 'Cailleau R', 'Wiseman C L', 'Hsu T C']",1979-2-1
"['Levan G', 'Mitelman F']",1979-2-1
"['Shepard J S', 'Pettengill O S', 'Wurster-Hill D H', 'Sorenson G D']",1979-3-1
"['Trewyn R W', 'Kerr S J', 'Lehman J M']",1979-3-1
"['Li F P', 'Potter N U', 'Buchanan G R', 'Vawter G', 'Whang-Peng J', 'Rosen R B']",1978-12-1
"['Chessells J M', 'Janossy G', 'Lawler S D', 'Secker Walker L M']",1979-1-1
"['Mintz U', 'Vardiman J', 'Golomb H M', 'Rowley J D']",1979-2-1
"['Janossy G', 'Woodruff R K', 'Pippard M J', 'Prentice G', 'Hoffbrand A V', 'Paxton A', 'Lister T A', 'Bunch C', 'Greaves M F']",1979-2-1
"['Van Den Berghe H', 'Louwagie A', 'Broeckaert-Van Orshoven A', 'David G', 'Verwilghen R', 'Michaux J L', 'Sokal G']",1979-2-1
['Holmes R S'],1978-12-1
"['Novick R P', 'Edelman I', 'Schwesinger M D', 'Gruss A D', 'Swanson E C', 'Pattee P A']",1979-1-1
"['Boersma D', 'McGill S M', 'Mollenkamp J W', 'Roufa D J']",1979-1-1
"['Chesebro B', 'Wehrly K']",1979-1-1
"['Pero R W', 'Mitelman F']",1979-1-1
"['Nguyen-Huu M C', 'Stratmann M', 'Groner B', 'Wurtz T', 'Land H', 'Giesecke K', 'Sippel A E', 'Schütz G']",1979-1-1
"['Weber T H', 'Wegelius R', 'Borgström G H', 'Gahmberg C G', 'Andersson L C']",1979-1-1
['Guggenheim M A'],1979-1-1
['Weinshilboum R M'],1978-1-1
['Propping P'],1978-1-1
"['Bregula U', 'Wlodarska I', 'Wezyk J']",1979-4-1
"['Guerrero R R', 'Rounds D E', 'Hall T C']",1979-4-1
"['Munz P', 'Leupold U']",1979-2-26
"['Chaganti R S', 'Miller D R', 'Meyers P A', 'German J']",1979-5-3
['Schienbein H'],1979-3-10
"['Reichart P', 'Flatz S', 'Burdelski M']",1979-3-1
"['Tanaka R', 'Fujimura K', 'Okada K', 'Kamada N', 'Kuramoto A', 'Uchino H', 'Iwamoto T', 'Yamashita K', 'Miwa S']",1979-2-1
"['McDonald M A', 'Fitzgerald P H']",1979-5-1
"['Berger R', 'Bernheim A', 'Fellous M', 'Brouet J C']",1979-5-1
"['Li F P', 'Fine W', 'Jaffe N', 'Holmes G E', 'Holmes F F']",1979-5-1
"['Gleiser C A', 'Pointer J M', 'Jardine J H', 'Raulston G L']",1979-6-1
"['Saint R B', 'Egan J B']",1979-3-9
"['Westöö A', 'Ljungquist E']",1979-3-9
"['Tsuzukida Y', 'Wang C C', 'Putnam F W']",1979-3-1
"['Anderson W W', 'Levine L', 'Olvera O', 'Powell J R', 'de la Rosa M E', 'Salceda V M', 'Gaso M I', 'Guzmán J']",1979-3-1
"['Richardson A', 'Henkle C', 'Vogel R G', 'Zacks S I']",1979-4-1
"['Pakhomov G N', 'Glikman M L', 'Gindilis V M']",1979-3-1
"['Boianov B K', 'Raĭchimova E I']",1979-3-1
"['Stoll C', 'Oberling F']",1979-1-1
"['Salstrom J S', 'Fiandt M', 'Szybalski W']",1979-1-10
"['Fialkow P J', 'Singer J W', 'Adamson J W', 'Berkow R L', 'Friedman J M', 'Jacobson R J', 'Moohr J W']",1979-7-5
"['Nagasawa H', 'Little J B']",1979-4-1
"['Orkin S H', 'Old J M', 'Weatherall D J', 'Nathan D G']",1979-5-1
